question,answer
Can you verify the cost for train TR6954 for me?,The cost for this particular train is 37.80 pounds per ticket. Would you like assistance booking tickets for this train?
Yes I would like help with booking the train and I will also need to book a hotel.,"Your booking reference is NT43PSC0 . Now, if you let me know what type of hotel you are interested in, I can help you with that as well."
Hi. Can you help me find a train?,what day would you like to leave?
"I want to leave on Sunday, please.",Where will you be departing from?
I'll be departing from cambridge and want to arrive by 19:30 on sunday. Could I also get the train ID as well?,There are 146 departures from Cambridge on Sunday that match your arrive by time. Where is your destination?
kings lynn and I also looking for a restaurant in the south and expensive price range,"Sure, I can help you with that. First, let's find the train. How early would you like to leave?"
arriving by 19:30 on sunday. I need the train's ID please. Leaving cambridge going to kings lynn,TR3212 leaves Cambridge at 05:11 and arrives in Kings Lynn at 05:58. Will this one work for you?
"I'd like something a little later in the day, please.",TR2045 leaves at 18:11 and arrives at 18:38. Would that be acceptable?
Can you help me find a train going to cambridge leaving on tuesday?,Where are you departing from and what is your departure time?
"I'll be departing Bishops Stortford. My departure time is flexible, but I need to arrive by 16:30.",The Bishops Stortford to Cambridge at 15:29 is scheduled to arrive at 16:07. The one before that is two hours earlier.
Could you give me the price and train ID for that one please?,TR1392. 10.10 pounds. Is there anything else?
I need a train for this Friday that leaves anytime after 2:15 that afternoon.,There are a total of 204 trains leaving after 2:15 in the afternoon on Friday. Where would you like to go?
I would like to go to Stevenage please and depart from Cambridge.,There are 5 such trains. Do you want to set an arrival time?
I don't care about when it arrives.,"Train TR0217 leaves at 5:21 in the afternoon, would you like me to book it?"
"Not right now, but I was wondering if you could tell me about expensive restaurants in the center of town.",There are 33 options. What food type do you prefer?
I'm looking for an indonesian restaurant that's moderate in price.,There are no Indonesian restaurants in the moderate price range would you like me to search for something else?
Are you sure? I thought there was one located in the centre of town.,Unfortunately I do not see any indonesian restaurants. Maybe you would like asain instead?
Asian oriental food sounds good. What options do you have available?,"I have a few, what price range do you prefer?"
I'm not really worried about price. Which do you suggest that is located in the centre?,Th Kymmoy is expensive but very nice.
I think I would like to be in the moderate price range please.,The yippee noddle bar is in the moderate price range. Would you like to book a table?
"Actually, can you give me the phone number for Yippee Noodle Bar instead?",Absolutely. Their phone number is 01223518111. Is there anything else I can help you with?
I am also looking for a train. The train should arrive by 16:15 and should leave on Friday.,I'm sure we can find your perfect train for you. What are your departure and arrival locations?
I need a train leaving Cambridge on Sunday.,Can I get your destination please?
Stansted Airport please.,What time would you like to leave?
Leave after 14:45. I need a booking for 7 people and the reference number.,"Booking was successful, the total fee is 56.56 GBP payable at the station. Reference number is : LZY6ET2M . Is there anything else I can assist you with today?"
"I am staying in the centre of cambridge, can you tell me about places to go there?","Sure, what type of place interests you?"
It doesn't matter but can I get their entrance fee.,Castle Galleries is located in the centre of town and are free to enter.
"OK, that sounds great. I also need a train to get me to Cambridge.","I have several options but if you let me know your preferred departure point, day and time i can recommend the best option for you."
I will be departing from Kings Lynn on Saturday.,i found 19.what time would you like to go
"Hi, I'm going to be visiting soon, and I am interested in trying a restaruant called Curry Prince. Could you give me more information about it?",Yes it's an Indian restaurant in the east at the moderate price range. Would you like the address and phone number?
No but I would like to make a booking for 5 people at 18:30 on sunday.,No problem! I got that booked for your party of five. The reference number is JVGYC33Y . Do you need anything else?
I am also looking for a train. It should should depart from London Kings Cross and should be on the same day.,I have several trains available. What is your destination and preferred time of departure and arrival?
"The train should go to cambridge and should arrive by 15:00,can you book it for me ?",Is there a time you would like to leave by?
"I need a cheap place to stay, what would you recommend?",I have about 10 different options. Do you prefer a hotel or guesthouse?
It doesn't matter. I need free parking and prefer a place with 4 stars.,"The Alexander Bed and Breakfast is in the centre of town, has 4 stars, is cheap, and has free parking and internet. Would this work for you?"
"Yes, this will work for me. Please send me the address, postcode and reference number.",Absolutely. The Address is: 56 saint barnabas road cb12de and I can give you the reference number after we book it.
