question,answer
I am also looking for museums in the area.,"There are many museums listed in the centre area, what kind of museum are you interested in?"
"I don't really care, what do you recommend? I will need the postcode and entrance fee please.",How about Cambridge Contemporary Art? The entrance is free and the postcode is cb21su. Enjoy!
Please find me an expensive place to dine on the South side of town,"Sure, we have Chinese, Indian, Italian or Mexican that you could choose from."
How about chinese.,"Okay, how about the good luck chinese food takeaway? Will that work for you?"
"Yes, that sounds good! Book a table for 3 at 13:45 please.",I'll be happy to help you with that. What day would you like the reservation for?
I'd like to make it for Wednesday. Can you include the reference number?,Your reservation is all set for Wednesday. Your reference number is 68X7U9IG . Is there anything else I can help you with?
I'm trying to find a train that departs from London Kings Cross on Thursday. Can you help me book a ticket?,"Sure, are you coming to Cambridge? What time would you like to depart?"
Any time that lets me arrive by 08:45.,"The TR4016 from london kings cross to cambridge, traveling on thursday, leaves at 07:17 and arrives at 8:08. Should I book it for you?"
Yes can you please book that for 8 people and give me the reference number?,"great, I was able to get your tickets. Reference number is FCRRA5HL and the tickets, 188.8 GBP are payable at the station, anything else?"
I'm looking for an expensive restaurant in the south.,"I have two that fit that description, would you prefer Chinese or Portuguese?"
Either one. I just need it to be open on Sunday.,"Okay, lets do the Lucky Star. Would you like a reservation?"
I would like that. A table for 8 at 12:00.,I have booked a table for 8 at the Lucky Star. The reference number is IILATPJI . Is there anything else I can help you with?
I am looking for a place to stay,I will definitely be able to help you with that. Did you want a hotel or a guest house?
I'm looking for a guesthouse with free parking and free wifi.,There are a lot of guesthouses that meet that criteria. Do you want to stay in a particular area?
"No, I don't care about the location. I do want a 4 star place though.",The acorn guest house has a 4 star rating and is in the moderate price range. It is in the north area. Would you like to reserve a room?
Yes. Where is a good expensive restaurant in the West area of town?,"There are nine expensive restaurants in the west, is there a particular type of food that you are interested in?"
Can you give me some examples of the type of cuisine that is available?,"There's british, european, indian, and thai."
I'm looking for a place to dine in the centre in the moderate price range.,Would you like a table at Cotto?
"Yes, that would be fine. I don't need a book but can you give me the phone number and address for Cotto? Thanks","Sure! The phone number for Cotto is 01223302010 and the address is 183 East Road, City Centre. Is there anything else I can help you with?"
Can you tell what attractions are near the restaurant?,There are 44 attractions in the centre of town. Do you have particular type of attraction in mind?
"No, what do you recommend?",The old schools is wonderful located at trinity lane.
Can you help me find a cheap restaurant in the centre?,Sure! There are 15 cheap restaurants in the centre. Is there a certain type of food you're looking for?
"Oh, yes! Italian, please.",I can recommend Ask restaurant. Would you like me to make a reservation?
"No, let's try italian on the cheap side located in the centre. Book for 7 people on wednesday at 11:45 please.",I was able to book your party at Ask. Your reservation will hold for 15 minutes. Is there anything else I can help you with today?
I would like a restaurant in the centre and in the moderate price range.,The Yippee Noodle Bar is a moderate priced Asian Oriental restaurant. Does that sound good?
"No, the restaurant should serve modern european food.",Sure I have at least two choices for you. One is the De Luca Cucina and Bar and the other is the Riverside Brasserie. Both are located in the center. Would either of them interest you?
Let's try the Brasserie.,If you'd like a reservation I will need to know what day and time you'd like your reservation and how many will be in your party.
