question,answer
"Thanks, that sounds great. Can you suggest a cheap restaurant near the pool?",There are 2 cheap options in the North by the pool. Royal Spice serves Indian and Da Vinci Pizzeria serves Italian. Do you have a preference?
I am actually looking for a restaurant that serves scottish food.,I am sorry there are not any restaurants that serve Scottish food in the north area. Would you like to broaden your area?
How about Italian food?,"Yes, da vinci pizzeria is in the north and serves italian food and is in the cheap price range. Can I reserve a table for you?"
Yes please. There will be 5 of us and we would like to eat on Thursday at 17:45.,I am very sorry that time was not available at da vinci pizzeria. Would you like to try a different time/day?
can you recommend a good place to go in the centre?,Yes! What type of attraction would you like to visit?
"Can you suggest one for me please. I need the postcode, entrance fee if any and phone number",the fitzwilliam museum is a museum is free. Postcode: cb21rb. Phone: 01223332900.
Also looking for a 4 star hotel in the same area as the museum.,"We have the University Arms, which is an expensive hotel, or the Alexander B&B, which is a charming, but inexpensive, guesthouse."
Can you book a room there for 2 people and two nights? I'll need a reference number as well.,What day will you be staying?
i will be staying for 5 days,"I'm sorry... are you staying with two people for two days, or alone for five days? Which days would you like me to reserve?"
I'm looking for a moderately priced guest house. Can you recommend one?,There are 15 options. Do you have a specific area you would like to stay in? And are you interested in wifi and parking?
"I don't care about wifi or parking. To be honest, I don't care what area it is in, either. What would you pick?",I would go with the Acorn Guest House if I were choosing a moderately price guesthouse.
Sounds nice. What is the address and postcode please?,"The address is 154 Chesterton Rd, the postal code is cb41da, is there anything else that I can assist with?"
I'm also looking for an attraction preferably on a boat in the west.,"There are no boats in the west, can I try something else for you?"
Hmm. What about museums?,"Cambridge and county folk museum is available, would you like that?"
I want to book a taxi to pick me up Travellers Rest to take me to Finches Bed and Breakfast.,Sure! when would you like to arrive?
I would like to arrive at the restaurant no later than ten o'clock a.m.,"I have confirmed a taxi booking for you, a red tesla will be picking you up."
I need to book a taxi to arrive by 13:45 to take me to La Margherita.,I can help you with that. where are you going?
I am going to La Margherita.,You are booked. Your car is a white toyota and contact number is 07178746002
Um wait how did you book the taxi if you never even got my departure location?,I can check that. What is your departure location?
"I'd like to book a taxi, please. I need to get from the lensfield hotel to peking restaurant.",What time do you want to be picked up at the lensfield hotel?
Can you find me a guest house?,"Their is Acorn guest house in the north, they are located at 154 chesterton road and their number is 01223353888"
Ok is the Acorn guest house a 4 star moderate priced hotel with free parking,"Yes, it is a moderately priced 4 star guesthouse. They offer free parking and internet."
I'd like to book it for 2 people for 2 nights starting Wednesday.,"I was able to book that, reference number is C0SOOPR7 ."
Great! I'd also like to find a restaurant in the same price range.,There are many moderately priced restaurants available. Is there a particular type of food you would like?
The restaurant would need to serve kosher food.,I'm not finding anything in the price range and area that serves kosher food. Would you like to try a different price range?
